PassengerId,HomePlanet,CryoSleep,CABIN_DECK,CABIN_NUMBER,CABIN_SIDE,CABIN,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
6850_01,Earth,FALSE,F,1424,P,F/1424/P,TRAPPIST-1e,22,FALSE,735,138,,0,0,Adamy Wolferton,FALSE
6752_01,Earth,FALSE,E,447,S,E/447/S,TRAPPIST-1e,23,FALSE,699,0,904,0,0,Adanne Dillestron,
5782_01,Earth,FALSE,G,939,S,G/939/S,PSO J318.5-22,24,FALSE,0,0,9,21,505,Adanne Fisherry,
3941_01,Earth,TRUE,G,643,P,G/643/P,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Adanne Mejiaddox,FALSE
2163_01,Earth,FALSE,G,349,P,G/349/P,TRAPPIST-1e,27,FALSE,0,0,6,745,22,Adanne Mosepherry,FALSE
5262_01,Earth,TRUE,G,850,P,G/850/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Adanne Rilley,TRUE
7535_01,Earth,FALSE,F,1562,P,F/1562/P,TRAPPIST-1e,19,FALSE,122,2,0,480,565,Adanne Robley,TRUE
4834_01,Earth,TRUE,G,790,S,G/790/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Adanne Simonddler,
0704_01,Earth,TRUE,G,107,P,G/107/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Adanne Wartyson,TRUE
8322_02,Mars,TRUE,C,312,S,C/312/S,55 Cancri e,52,FALSE,0,0,0,0,0,Adharan Briouse,TRUE
4639_05,Mars,TRUE,C,177,S,C/177/S,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Adharan Clugeammy,
3341_02,Europa,FALSE,C,124,S,C/124/S,55 Cancri e,26,FALSE,1,485,0,12842,0,Adharan Cluitty,
8069_01,Europa,TRUE,D,234,S,D/234/S,55 Cancri e,60,FALSE,0,0,0,0,0,Adharan Greded,TRUE
6817_01,Earth,FALSE,F,1304,S,F/1304/S,TRAPPIST-1e,37,FALSE,21,54,5,178,431,Adria Bakericks,FALSE
6471_01,Earth,FALSE,G,1050,S,G/1050/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Adria Cardners,TRUE
1398_01,Earth,FALSE,G,216,P,G/216/P,TRAPPIST-1e,28,FALSE,0,508,334,0,46,Adria Cookentaney,TRUE
5830_01,Earth,FALSE,G,942,P,G/942/P,TRAPPIST-1e,21,FALSE,0,729,3074,2,373,Adria Delez,
5612_01,Earth,TRUE,G,905,S,G/905/S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Adria Hoppernardy,
0535_01,Earth,FALSE,E,34,S,E/34/S,PSO J318.5-22,29,FALSE,0,0,288,395,0,Adria Mcneiley,
5887_01,Earth,FALSE,E,374,P,E/374/P,PSO J318.5-22,50,FALSE,781,2,0,61,0,Adrie Cochrisons,TRUE
2232_02,Earth,FALSE,F,438,S,F/438/S,TRAPPIST-1e,24,FALSE,0,1220,0,140,0,Adrie Dyers,FALSE
8421_01,Earth,FALSE,F,1619,S,F/1619/S,TRAPPIST-1e,27,FALSE,1,30,739,0,33,Adrie Flemaney,TRUE
0312_01,Earth,TRUE,G,49,P,G/49/P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Adrie Hoffergess,
5451_01,Mars,FALSE,F,1127,P,F/1127/P,PSO J318.5-22,21,FALSE,0,697,0,0,0,Adrie Rodger,TRUE
4823_01,Earth,FALSE,G,777,P,G/777/P,TRAPPIST-1e,21,FALSE,526,0,,258,0,Adrie Thonyderson,FALSE
2830_01,Earth,TRUE,G,461,P,G/461/P,PSO J318.5-22,25,FALSE,0,0,0,0,0,Adriet Barris,
3659_05,Earth,FALSE,F,758,P,F/758/P,TRAPPIST-1e,13,FALSE,1014,0,917,0,43,Adriet Bucklandez,
1856_01,Earth,FALSE,F,368,P,F/368/P,TRAPPIST-1e,22,FALSE,8,710,0,27,0,Adriet Combson,TRUE
3537_01,Earth,FALSE,F,733,P,F/733/P,55 Cancri e,29,FALSE,0,10,0,0,715,Adriet Drakeekss,FALSE
2307_05,Earth,TRUE,E,164,S,E/164/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Adriet Foledges,
4911_01,Earth,FALSE,F,998,P,F/998/P,TRAPPIST-1e,18,FALSE,0,0,0,702,0,Adriet Hughriend,FALSE
3966_03,Earth,FALSE,G,649,P,G/649/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Adriet Kerristicey,TRUE
6431_03,Earth,FALSE,G,1038,P,G/1038/P,55 Cancri e,27,FALSE,30,0,763,0,57,Adriet Kramosley,FALSE
2934_01,Earth,FALSE,F,557,S,F/557/S,PSO J318.5-22,20,FALSE,0,689,0,0,0,Adriet Moodman,FALSE
0315_01,Earth,TRUE,G,42,S,G/42/S,PSO J318.5-22,35,FALSE,0,0,0,0,0,Adriet Valezaley,TRUE
9268_01,Earth,TRUE,G,1505,P,G/1505/P,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Agnesa Baldson,TRUE
7328_01,Earth,FALSE,F,1410,S,F/1410/S,TRAPPIST-1e,14,FALSE,399,22,458,506,187,Agnesa Cainghannon,FALSE
5782_03,Earth,FALSE,F,1103,S,F/1103/S,TRAPPIST-1e,19,FALSE,0,725,0,20,0,Agnesa Fisherry,
1812_01,Mars,FALSE,F,357,P,F/357/P,TRAPPIST-1e,25,FALSE,9,852,73,12,57,Agnesa Hickson,TRUE
2057_04,Earth,TRUE,G,332,P,G/332/P,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Agnesa Lewinton,
4605_01,Earth,FALSE,G,750,P,G/750/P,TRAPPIST-1e,45,FALSE,0,0,0,774,0,Agnesa Loway,FALSE
5024_03,Earth,FALSE,G,822,S,G/822/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Agnesa Mckins,
7187_01,Earth,TRUE,G,1158,P,G/1158/P,PSO J318.5-22,28,FALSE,0,0,0,0,0,Agnesa Olshaffey,TRUE
7432_01,Europa,TRUE,E,481,P,E/481/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Ainkard Amonysidle,TRUE
4238_01,Europa,TRUE,B,165,S,B/165/S,55 Cancri e,36,FALSE,0,0,0,0,0,Ainkard Calian,TRUE
4466_01,Europa,FALSE,A,40,P,A/40/P,55 Cancri e,31,TRUE,0,2461,0,51,2141,Ainkard Crakete,FALSE
6312_01,Europa,FALSE,,,,,55 Cancri e,56,FALSE,0,2854,25,279,48,Ainkard Emonater,
7339_01,Europa,FALSE,E,474,P,E/474/P,,33,FALSE,0,2107,0,15586,473,Ainkard Fanseld,FALSE
6111_03,Europa,TRUE,,,,,55 Cancri e,21,FALSE,0,0,0,0,0,Ainkard Folumorly,TRUE
4655_01,Europa,TRUE,B,154,P,B/154/P,55 Cancri e,32,FALSE,0,0,0,0,0,Ainkard Seflock,TRUE
7833_01,Europa,FALSE,B,305,S,B/305/S,55 Cancri e,34,FALSE,0,3424,6,2445,1128,Ainkard Spandisket,FALSE
3229_01,Europa,FALSE,B,118,S,B/118/S,TRAPPIST-1e,45,FALSE,3,2344,1100,498,0,Aino Chpeng,TRUE
0429_01,Europa,FALSE,A,5,S,A/5/S,55 Cancri e,20,FALSE,2,10116,0,2,225,Aino Ineysive,TRUE
4833_01,Europa,FALSE,A,59,S,A/59/S,55 Cancri e,27,TRUE,0,273,0,2597,4093,Aino Meroliss,
7452_03,Europa,TRUE,B,281,S,B/281/S,55 Cancri e,36,FALSE,0,0,0,,0,Aino Sloweber,TRUE
6895_01,Europa,FALSE,C,220,P,C/220/P,TRAPPIST-1e,25,FALSE,0,4612,0,2585,1919,Ainon Conachets,FALSE
8202_01,Europa,FALSE,C,306,S,C/306/S,TRAPPIST-1e,4,FALSE,0,,0,,0,Ainons Unkcatted,TRUE
3549_01,Europa,FALSE,D,114,P,D/114/P,TRAPPIST-1e,25,FALSE,55,173,5,3769,103,Ainor Frintful,
3053_01,Europa,FALSE,,,,,55 Cancri e,52,FALSE,0,2,0,10976,810,Ainor Fuelisent,FALSE
1807_01,Europa,FALSE,B,58,P,B/58/P,55 Cancri e,30,FALSE,0,3722,4,140,4045,Ainor Ingetrody,FALSE
7531_02,Europa,TRUE,B,286,S,B/286/S,55 Cancri e,15,FALSE,0,0,0,0,0,Ainoxa Alindiveng,TRUE
1518_01,Europa,FALSE,B,49,P,B/49/P,55 Cancri e,60,FALSE,0,63,0,0,5824,Ainoxa Conale,
2607_04,Europa,FALSE,B,99,S,B/99/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Ainoxa Plattering,TRUE
3896_01,Mars,FALSE,C,140,S,C/140/S,55 Cancri e,18,FALSE,0,4387,0,2241,0,Ainoxa Preeldy,TRUE
3444_01,Europa,FALSE,B,131,S,B/131/S,55 Cancri e,33,FALSE,0,27071,0,15,0,Ainoxa Scerodbox,TRUE
7102_01,Europa,TRUE,E,455,P,E/455/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Ainoxa Wassird,
1696_01,Europa,FALSE,B,55,P,B/55/P,TRAPPIST-1e,43,FALSE,0,760,17,15331,427,Alam Iderinelay,FALSE
1976_02,Europa,FALSE,B,82,S,B/82/S,TRAPPIST-1e,34,FALSE,15,3578,0,,473,Alam Lansuffle,TRUE
4425_01,Europa,TRUE,B,173,S,B/173/S,55 Cancri e,23,FALSE,0,0,0,0,0,Alam Whifounrew,
7748_01,Europa,FALSE,A,94,S,A/94/S,TRAPPIST-1e,44,FALSE,18,1451,0,279,64,Alamin Obsentork,FALSE
8352_01,Earth,FALSE,F,1719,P,F/1719/P,55 Cancri e,20,FALSE,0,784,3,1152,67,Alancy Casentry,
5165_01,Earth,FALSE,F,989,S,F/989/S,TRAPPIST-1e,63,FALSE,0,281,94,0,270,Alancy Collinson,TRUE
0984_08,Earth,TRUE,G,150,S,G/150/S,TRAPPIST-1e,71,FALSE,0,0,0,0,0,Alancy Flemaney,TRUE
6363_04,Earth,TRUE,G,1026,P,G/1026/P,TRAPPIST-1e,1,FALSE,0,0,,0,0,Alancy Gouldensen,FALSE
2929_01,Earth,TRUE,G,467,S,G/467/S,PSO J318.5-22,48,FALSE,0,0,0,0,0,Alancy Mcbritts,TRUE
6776_01,Earth,FALSE,F,1409,P,F/1409/P,55 Cancri e,24,FALSE,1,0,0,691,0,Alancy Mcgoway,FALSE
5945_03,Earth,FALSE,G,970,S,G/970/S,PSO J318.5-22,47,FALSE,163,2,11,593,0,Alancy Morez,TRUE
1181_01,Earth,FALSE,F,226,S,F/226/S,TRAPPIST-1e,18,FALSE,18,0,1,449,307,Alancy Philloway,
4721_01,Earth,TRUE,G,771,S,G/771/S,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Alancy Santry,TRUE
4930_01,Europa,TRUE,B,161,P,B/161/P,,47,FALSE,0,0,0,0,0,Alar Alenter,TRUE
7508_01,Europa,FALSE,B,284,S,B/284/S,TRAPPIST-1e,23,FALSE,3580,564,103,,90,Alar Exible,FALSE
8875_02,Europa,FALSE,C,330,S,C/330/S,TRAPPIST-1e,32,FALSE,26,1708,0,3993,481,Alar Oillicaly,
7643_01,Europa,FALSE,C,247,P,C/247/P,55 Cancri e,53,FALSE,8,1489,0,2723,7401,Alar Quelfly,FALSE
3927_02,Europa,FALSE,C,142,S,C/142/S,55 Cancri e,42,FALSE,0,1249,0,1313,1148,Alar Tionstious,TRUE
0110_03,Europa,FALSE,B,5,P,B/5/P,TRAPPIST-1e,42,FALSE,2209,11418,0,1868,445,Alaratz Aloubtled,TRUE
4595_01,Europa,TRUE,C,145,P,C/145/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Alarion Swingse,TRUE
9202_01,Europa,FALSE,C,309,P,C/309/P,TRAPPIST-1e,26,FALSE,8586,77,114,29,4,Alark Eguing,FALSE
2377_01,Europa,TRUE,C,83,P,C/83/P,PSO J318.5-22,32,FALSE,0,0,0,0,0,Alark Noxiong,TRUE
4966_02,Europa,TRUE,B,197,S,B/197/S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Alark Slable,
5006_03,Europa,FALSE,B,166,P,B/166/P,TRAPPIST-1e,20,FALSE,0,219,0,5,3283,Alark Stingive,FALSE
2054_01,Europa,FALSE,C,69,P,C/69/P,55 Cancri e,39,FALSE,0,,0,1528,1119,Alark Stivelte,FALSE
5856_02,Europa,TRUE,B,199,P,B/199/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Alark Wincer,TRUE
7453_01,Europa,TRUE,C,275,S,C/275/S,55 Cancri e,27,FALSE,0,0,0,0,0,Alarkab Aneter,TRUE
4790_01,Europa,FALSE,B,189,S,B/189/S,,54,TRUE,0,2853,0,0,1666,Alarkab Mirinanty,FALSE
4198_01,Europa,TRUE,E,274,S,E/274/S,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Alarkab Preeldy,
7944_02,Europa,TRUE,D,230,S,D/230/S,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Alarkab Reewerpic,TRUE
2217_01,Europa,FALSE,T,1,S,T/1/S,TRAPPIST-1e,26,FALSE,132,2576,0,2060,3,Alarmus Brantcable,
9155_03,Europa,TRUE,C,304,P,C/304/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Alarmus Ingalt,
2422_02,Europa,TRUE,B,93,S,B/93/S,55 Cancri e,18,FALSE,0,0,0,0,0,Alarmus Maglible,
3439_01,Europa,TRUE,B,130,S,B/130/S,TRAPPIST-1e,28,FALSE,0,,0,0,0,Alarmus Modent,TRUE
2310_01,Europa,TRUE,D,68,P,D/68/P,55 Cancri e,60,FALSE,0,0,0,0,0,Alaron Holiabler,TRUE
7253_01,Europa,FALSE,D,225,P,D/225/P,TRAPPIST-1e,26,FALSE,0,896,0,690,1,Alaron Obedaming,TRUE
4626_02,Europa,FALSE,C,174,S,C/174/S,,27,FALSE,1218,236,0,1678,0,Alaron Sofraten,
0241_01,Europa,FALSE,E,11,P,E/11/P,55 Cancri e,33,FALSE,0,1249,0,4812,1116,Alas Dischod,FALSE
1976_07,Europa,TRUE,B,82,S,B/82/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Alaslon Craleve,TRUE
6634_02,Mars,TRUE,,,,,TRAPPIST-1e,64,FALSE,0,0,0,0,0,Alasmon Dischod,TRUE
4254_01,Europa,FALSE,B,136,P,B/136/P,55 Cancri e,33,FALSE,5493,9401,23,3013,303,Alasmon Idercaling,FALSE
1219_02,Europa,TRUE,B,52,S,B/52/S,55 Cancri e,23,FALSE,0,0,0,0,0,Alasmon Meteet,
2589_01,Europa,TRUE,C,91,P,C/91/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Alasmon Meteet,TRUE
7117_01,Europa,TRUE,B,236,P,B/236/P,55 Cancri e,28,FALSE,0,0,0,0,0,Alasmon Secont,TRUE
0528_01,Europa,FALSE,C,17,P,C/17/P,TRAPPIST-1e,46,FALSE,0,1119,0,3427,6595,Alasmon Stiven,FALSE
0287_02,Europa,FALSE,B,12,P,B/12/P,TRAPPIST-1e,28,FALSE,0,587,32,6,1460,Alasym Bootty,FALSE
8032_02,Europa,TRUE,A,85,P,A/85/P,,40,FALSE,0,0,0,0,0,Alasym Couresteer,TRUE
5189_01,Europa,FALSE,A,63,S,A/63/S,55 Cancri e,44,FALSE,0,2175,0,25,,Alathim Dratembid,
6805_01,Europa,FALSE,E,449,S,E/449/S,TRAPPIST-1e,50,FALSE,52,996,0,700,1,Alathim Suasharic,FALSE
4182_03,Europa,FALSE,A,51,S,A/51/S,55 Cancri e,43,TRUE,0,3172,0,26,4376,Alathim Tabloory,FALSE
3312_01,Europa,FALSE,E,203,P,E/203/P,TRAPPIST-1e,30,FALSE,0,1076,0,3725,9,Alathim Waring,FALSE
2404_02,Europa,TRUE,C,86,S,C/86/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Alatik Disheract,TRUE
0483_02,Europa,FALSE,D,18,P,D/18/P,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Alatik Flutorly,
4070_03,Europa,FALSE,B,156,S,B/156/S,55 Cancri e,31,FALSE,0,4734,0,1396,136,Alaton Haftent,
1404_01,Europa,FALSE,B,60,S,B/60/S,TRAPPIST-1e,47,FALSE,1,734,28,78,3471,Alaton Mornaned,FALSE
4352_01,Europa,FALSE,C,157,S,C/157/S,TRAPPIST-1e,37,FALSE,33,3484,17,4,1384,Alaton Trupistic,TRUE
